file,artist,title,lyrics,genre,mood,year
TRAILFA128EF349FE5.h5,Nine Inch Nails,Survivalism,"I should have listened to her
So hard to keep control
We kept on eating but our
Bloated bellies still not full
She gave us all she had but
We went and took some more
Can't seem to shut her legs our
Mother nature is a whore

I got my propaganda I got revisionism
I got my violence in high def ultra-realism
All a part of this great nation
I got my fist I got my plan I got survivalism

Hypnotic sound of sirens
Echoing through the street
The cocking of the rifles
The marching of the feet
You see your world on fire
Don't try to act surprised
We did just what you told us
Lost our faith along the way and found ourselves believing your lies

I got my propaganda I got revisionism
I got my violence in high def ultra-realism
All a part of this great nation
I got my fist I got my plan I got survivalism

All bruised and broken bleeding
She asks to take my hand
I turn and keep on walking
What you'd do the same thing in the circumstance I'm sure you understand

I got my propaganda I got revisionism
I got my violence in high def ultra-realism
All a part of this great nation
I got my fist I got my plan I got survivalism",Rock,sad,2007
TRAIPAB128F42626AE.h5,Suicidal Tendencies,Two-Sided Politics,"I'm not anti-society, society's anti-me
I'm not anti-religion, religion is anti-me
I'm not anti-tradition, tradition is anti-me
I'm not anti-anything, I just wanna be free
Fascist state, no freedom
Unless you control yourself
Use self expression, lose your freedom
You're undesirable, you go straight to jail
Kill someone, in a war
Get a medal, you're a hero
Protect yourself in every day war
You're a minority you go straight to jail
I'm not anti-Reagan, Reagan's anti-me
I'm not anti-government, government's anti-me
I'm not anti-politics, politics is anti-me
I'm not anti-anything, I just wannna be free
Innocent, never guilty
High class lawyer, you are rich
If you're poor must be guilty
Even if innocent you go straight to jail",Rock,sad,1987
TRAIPST128F9302AE9.h5,Eminem,Beautiful,"I'm just so fuckin' depressed, I just can't seem to get out this slump
If I could just get over this hump, but I need something to pull me out this dump
I took my bruises, took my lumps, fell down and I got right back up
But I need that spark to get psyched back up in order for me to pick the mic back up

I don't know how or why or when, I ended up in this position I'm in
I'm startin' to feel distant again, so I decided just to pick this pen
Up and try to make an attempt to vent, but I just can't admit
Or come to grips with the fact that I may be done with rap, I need a new outlet

And I know some shit's so hard to swallow, but I just can't sit back and wallow
In my own sorrow, but I know one fact, I'll be one tough act to follow
One tough act to follow, I'll be one tough act to follow
Here today, gone tomorrow, but you'd have to walk a thousand miles

In my shoes just to see what it's like to be me
I'll be you, let's trade shoes, just to see what it'd be like to
Feel your pain, you feel mine, go inside each others' minds
Just to see what we'd find, look at shit through each others' eyes

But don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you
So don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you 

I think I'm startin' to lose my sense of humor, everything's so tense and gloom I
Almost feel like I gotta check the temperature of the room, just as soon as I
Walk in, it's like all eyes on me and so I try to avoid any eye contact
'Cause if I do that, then it opens the door for conversation, like I want that

I'm not lookin' for extra attention, I just wanna be just like you
Blend in with the rest of the room, maybe just point me to the closest restroom
I don't need no fuckin' man servant, tryin' to follow me around and wipe my ass
Laugh at every single joke I crack and half of 'em ain't even funny like 
Unfortunately I am, I just hide behind the tears of a clown
So why don't you all sit down, listen to the tale I'm about to tell
Hell, we don't gotta trade our shoes and you ain't gotta walk no thousand miles

In my shoes just to see what it's like to be me
I'll be you, let's trade shoes, just to see what it'd be like to
Feel your pain, you feel mine, go inside each others' minds
Just to see, what we'd find, look at shit through each others' eyes

But don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you
So don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you 

Nobody asked for life to deal us, with these bullshit hands we're dealt
We gotta take these cards ourselves and flip 'em, don't expect no help
Now I could have either just sat on my ass and pissed an' moaned
Or take this situation in which I'm placed in and get up and get my own

I was never the type of kid to wait by the door and pack his bags
Or sat on the porch and hoped and prayed for a dad to show up who never did
I just wanted to fit in, in every single place, every school I went
I dreamed of being that cool kid, even if it meant actin' stupid

Aunt Edna always told me, 
Meanwhile I'm just standin' there, holdin' my tongue tryin' to talk like this
Till I stuck my tongue on that frozen stop sign pole at 8 years old
I learned my lesson then 'cause I wasn't tryin' to impress my friends no more

But I already told you my whole life story, not just based on my description
'Cause where you see it from where your sittin' it's probably 110% different
I guess we would have to walk a mile in each others' shoes at least
What size you wear, I wear 10's, let's see if you can fit your feet

In my shoes just to see what it's like, to be me
I'll be you, let's trade shoes, just to see what it'd be like to
Feel your pain, you feel mine, go inside each others' minds
Just to see what we'd find, look at shit through each others' eyes

But don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you
So don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you 

 (Oh)
 (So)
 (Oh)
 (So)


Yeah, to my babies, stay strong. Dad'll be home soon.
And to the rest of the world, God gave you them shoes, to fit you.
So put 'em on and wear 'em.
Be yourself, man. Be proud of who you are.
Even if it sounds corny, don't ever let no one tell you you ain't beautiful.",Hip Hop/Rap,happy,2009
TRAISYO128E07888A6.h5,Mariah Carey,Mine Again,"I remember when you used to be mine
Way back when
I was too naive to love you right
But now if I only had the opportunity
I would do anything
Because my heart still believes

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Maybe we could bring it back to life

Its irrelevant to dwell in the past
I'm accountable for what went bad
And I mean that
But I keep on praying for another chance
Just to have you back
'cause I've grown
And I know how to be your everything

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Maybe we could bring it back to life

Oh, no it ain't over yet
I just can't accept the possibility
We were made for each other's arms
I know you're my destiny
We can't erase what was meant to be
Part of you and part of me
If we try one more time
Maybe somehow we'll survive

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Boy, maybe we could bring it back 
Maybe we could bring it back
Maybe we could bring it back
To life

Maybe you could be mine again",Pop,sad,2005
TRAISYU128F427F486.h5,Frankie J,Gone,"Damn...I miss you
MMM...ooh

I toss and turn...it's so hard for me to sleep
I guess I'm no used to being alone...yeah
And I know it's because of me
And I'm trying to face this reality
Past relations they've made me into this man that I am
Knowing now that it's wrong
It's too late cuz she's gone

Gone...gone...gone
Don't think she's ever coming back
It's killing me
That I let her heart down completely
I should've gave her all of me
She's gone
Gone...gone...gone
She ain't even thinkin' 'bout me honestly
Being strong to carry on ain't easy
Gotta face it she's gone...gone

This house is cold
It's like doing time in the pen
Wondering where she is and who she with...yeah
But the hardest thing is there's no one else to blame but me
So I guess I have to take it like a man
But I don't know if I'll ever love again
yeah...yeah

Cuz this pain I'm feeling inside is like a hollow point through my heart
I know that it's kinda crazy
But I feel like I'm falling apart
Usually I'm so cool, but I lost it when
She walked away
Lost without her...and she's gone

Gone...gone...gone
Don't think she's ever coming back
It's killing me
That I let her heart down completely
I should've gave her all of me
She's gone
Gone...gone...gone
She ain't even thinkin' 'bout me honestly
Being strong to carry on ain't easy
Gotta face it she's gone...gone

Without some kind of intervention
I can't go on another day...oh
And I can't even bare to mention
The very sound of her name
Without the sky turnin into clouds
Without the rain falling down
Falling down...again...again
I can't face the fact that she's gone

Gone...gone...gone
Don't think she's ever coming back
It's killing me
That I let her heart down completely
I should've gave her all of me
She's gone
Gone...gone...gone
She ain't even thinkin' 'bout me honestly
Being strong to carry on ain't easy
Gotta face it she's gone...gone",R&B,sad,2005
TRAIVMM12903CFAD62.h5,Bob Marley,Lively Up Yourself,"You're gonna lively up yourself, and don't be no drag
You lively up yourself, 'cause reggae is another bag
You lively up yourself and don't say no
You're gonna lively up yourself 'cause I said so

Hear what you gonna do
You rock so, you rock so
Like you never did before
You dip so, you dip so
Dip through my door
You come so, you come so
Oh yeah
You skank so, you skank so
Be alive today

You're gonna lively up yourself, and don't say no
You lively up yourself, big daddy said so
You lively up yourself, and don't be no drag
You lively up yourself, 'cause reggae is another bag

What you got that I don't know
I'm a trying to wonder why you act so
Hey, do you hear what the man say?

Lively up your yourself, your woman in the morning time, y'all
Keep a livelin' up your woman when the evening come and take you
Come on babe, cause I want to me lively myself, y'all

Lively up yourself
Lively up yourself
You rock so, you rock so

You rock so, you rock so
You dip so, you dip so
You skank so, you skank so, and don't be no drag
You come so, you come so, for reggae is another bag

Get what you got that bag
A what you got in the other bag you got hanging there
What you say you got
I don't believe you",Ska,happy,1991
TRAIVNL128F422CFE2.h5,Buzzcocks,Get On Our Own,"Honey I saw you yesterday
On my way home
Baby I craved for you today
So I decided to phone
So why don't we get together soon
And er get on our own
Just think of what me and you could do
If we get on our own
If we could get on our own
If we could get on our own

Honey I saw you again today
And I er liked what I saw
So why we don't meet tonight
Then I could er see a bit more
So how's about we get together soon
Well why be alone
Just think of what me and you could do
If we get on our own
If we could get on our own
If we could get on our own

Just think of it
Me and you
Us together
Yes just we two
Think of all the things
That me and you could do
If we get on our own
If we could get on our own
If we could get on our own
Just me and you
Ah",Rock,happy,1978
TRAIVZI128F42642DE.h5,Backstreet Boys,Shape Of My Heart,"Hmm, yeah yeah
Baby, please try to forgive me
Stay here, don't put out the glow
Hold me now, don't bother 
If every minute it makes me weaker
You can save me 
From the man that I've become, oh yeah

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the shape of my heart

Sadness is beautiful
Loneliness is tragical
So, help me 
I can't win this war, oh no
Touch me now, don't bother 
If every second it makes me weaker
You can save me
From the man I've become

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the shape of my heart

I'm here with my confession
Got nothing to hide no more
I don't know where to start
But to show you the shape of my heart

I'm lookin' back on things I've done
I never wanna play the same old part
I'll keep you in the dark
Now let me show you the shape of my heart

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the true shape of my heart

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the shape of
Show you the shape of my heart",Pop,happy,2000
TRAIWZZ128F9306AFF.h5,Korn,Proud,"Must you keep looking at me
Before you looked the other way.
Must you keep glaring at me
I know you look inside, and see what you made.

You took no pride in me
But now I'm your everything
It's finding out ya own(owe?) me
Not all of your gloating.

Must you keep looking at me.
Now you see what I am.
Trust, I knew what it was.
I don't forget things, thinking I'm nothing.

You took no pride in me
But now I'm your everything
It's finding out ya own(owe?) me
Not all of your gloating.

Pride of me
No Pride
Why (x7)

Must you keep looking at me
Before you looked the other way
Trust, I knew what it was
I don't forget things, look what you've made.

You took no pride in me
But now I'm your everything
It's finding out ya own(owe?) me
Not all of your gloating.",Rock,sad,1996
TRAIXQL128F1467D66.h5,Devo,Soo Bawlz,"Pretty mongo 
Everybody wants her toilet 
Same old story 
She don't let no-one near it 

The way she teases them 
It's such a shame 
She's got all the huboons 
Crying out her name 

Soo bawls, soo bawls 
She's got them howling 
She's got them growling 
Soo bawls, soo bawls 
She's got them going clean out of their minds 
Soo bawls, soo bawls 
Soo bawls, soo bawls 

Ain't a man in town 
Who wouldn’t have her for his daughter
They'd all trade their brains 
For one taste of her toilet water

The way she teases them 
It's such a shame 
She's got all the huboons 
Crying out her name 

Soo bawls, soo bawls 
Soo bawls, soo bawls 
Soo bawls, soo bawls 
Soo bawls, soo bawls 

One, two, three, four 
Tell the people what she wore 

They run in circles 
Trying hard to call her up 
But her phone's been disconnected 
Since she sold her butt 

The way she teases them 
It's such a shame 
She's got all the huboons 
Crying out her name 

Soo bawls, soo bawls 
She's got them howling 
She's got them growling 
Soo bawls, soo bawls 
She's got them going clean out of their minds 
Soo bawls, soo bawls 
Soo bawls, soo bawls",Rock,happy,1979
TRAIYDL128E0791583.h5,Rihanna,Music Of The Sun,"Oh, Oh, Oh, Oh, Oh Oh,
Oh, Oh, Oh, Oh yeah
Listen, closely hear the music playing
Let it take you to places far away and
Relax your senses just do what you want to do
No need for questions
It's only for you
And it's so amazing
Oh how you can't escape it
The moon it takes you
And never let's you go

Can't you feel the music in the air
Close your eyes let the rhythm take you there
Doesn't matter who you are or where you're from
Come and dance to the music of the sun
Forget about your troubles it's alright
Let them go till we see the morning light
Feel the beat as our bodies move as one
Come and dance to the music of the sun (the sun)
Come and dance to the music of the sun the sun (the sun yeah)

So real
So right
Can't explain the feeling
Like the sunlight brings the life you needin
No need for stress, (no need for stress)
Let go another day
No second guessing
Just trust me when I say
And it's so amazing
On how you can't escape it
the moment takes you it never lets you Go!

Can't you feel the music in the air
Close your eyes let the rhythm take you there (let the rythm take you there)
Doesn't matter who you are or where you're from
Come and dance to the music of the sun (music of the sun)
Forget about your troubles it's alright
Let them go till we see the morning light (see the morning light)
Feel the beat as our bodies move as one
Come and dance to the music of the sun (come and dance with the music of the sun)
Come and dance to the music of the sun the sun (of the sun yeah)

And it's so amazing
Oh how you cant escape it
The moment takes you
And never let's you gooooooo

Can't you feel the music in the air
Close your eyes let the rhythm take you there (let the rythm take you there)
Doesn't matter who you are or where you're from
Come and dance to the music of the sun
Forget about your troubles it's alright (it's alright, it's alright)
Let them go till we see the morning light
Feel the beat as our bodies move as one
Come and dance to the music of the sun (come and dance with the music of the sun)
Come and dance to the music of the sun the sun
Let it take you far
Come and dance to the music of the sun
It'll take you far away

Cant you feel the music in the air
Close your eyes let the rhythm take you there
Doesn't matter who you are or where you're from
Come and dance to the music of the sun",R&B,happy,2005
TRAIZQI128F42A51F9.h5,Matisyahu,Refuge,"Ani auni vevyone. Hashem yashav li. Ezrati, umafalti, atau. 
As for me, I am poor and destitute. Hashem my G-d will think about me. My help, my rescuer, you are. 

My word is like a hammer like a shattering rock, 
crack through your heart and take the evil apart 

From the end of the earth unto you I call, time and again I fall, back to you I crawl 
You have been a refuge for me, a tower of strength in the face of the enemy 
Enemy, enemy lines I find I let myself get tied up too many times 
You can't have my heart I'm taking back what's mine 
I know it lie just smoke in your eye and you saved my soul from the other side 

When faint grows my heart to a rock that too hard for me to climb alone lead me 
For you have been a refuge 

With you I smash a troop and with my G-d I leap over a wall 
May the king answer you on the day that you call 
Stand tall, battle yawl, the clouds crawl low, all stalled, 
heavens lay draped over New York like a prayer shawl, 
the holy one enthroned upon the praises of Israel 

Pathways of my heart clogged like a traffic jam 
From the start, I want to take the blockage apart",Ska,sad,2004
TRAIZWI128F4247EFD.h5,Ashton Shepherd,Old Memory,"I've got a pocket full of money I shouldn't spend
To drink him away again
My heart stops cold in my chest
There he is in the back of the bar, looking his best

He passes me by and grabs a stranger's hand
He pulls her on the floor to dance
Oh no, I don't understand
He don't even know who I am

He's just an old memory
That don't remember me
And I can't get over him
Though it's been so long since he chose to leave
And I'm a grown woman
I should've already set myself free
From that old memory that don't remember me
He don't remember me

But I remember the smell of his cologne
And tonight he has it on
And I remember the feel of his skin
And I can't help but go back there again

No, he's just an old memory
That don't remember me
And I can't get over him
Though it's been so long since he chose to leave
And I'm a grown woman
I should've already set myself free
From that old memory that don't remember me
He don't remember me",Country,sad,2008
TRAJBGL128F145C7A8.h5,Tom Cochrane,Washed Away,"We live out here in the desert
Where time stands still in the face of our foolish pride
We trade our love for ambition
And tell each other we'll get it on back in time
But time moves on like a river
She leaves us all behind
Like a summer rain it all gets washed away

Chorus:
Round and round and round we go where it stops don't no one know
If you find a love you better let 'em know or you both get washed away

Round and round and round we go where it stops don't no one know
If you find a love you better hold on fast or you both get washed away

I watch the wind blow out there, maybe hear some distant laughter
look outside the hotel window and my soul wanders off me
This is the time I'm mentioning and I won't soon forget that 
your proud beauty lingers on until the storm is lifted
Go find your fortune fast, its cold outside but you'll make it
Don't trade your love for ambition, or you'll get washed away

Chorus
Love cliché and you used to tell me some things better change all things won't last
Do the best you can, it'll all work out at the end of the storm you get to love another day

Round and round and round we go where it stops don't no one know
If you find a love you better hold on fast or you both get washed away

Round and round and round we go where it stops don't no one know
If you find a love you better let 'em know or you both get washed away

Round and round and round we go where it stops don't no one know
If you find a love you better hold on fast or you both get washed away

Round and round and round we go where it stops don't no one know 
If you find a love you better hold on fast or you both get washed away

The time we spend as we pass this way,we might not ever be here again
hold on tight, do what you might and then we got tomorrow",Rock,happy,1992
TRAJCBF128F931B8BF.h5,Gov't Mule,Broke Down On The Brazos (Album),"Surrounded by strangers
All my friends are gone
I ain’t had the blues yet today but
I can feel them coming on
Everywhere I go trouble’s all I find
No matter what I do I feel like I’m losing my mind

Broke down on the Brazos, Broke down on the Brazos, Broke down on the Brazos

Living in a dream
Chasing a sound
Told everybody I believe I’m Texas-bound
Here I am
Well I guess its no surprise
Up to my knees in water
Up to my ears in dragonflies

Broke down on the Brazos, Broke down on the Brazos
About to lose my mind
About to lose my mind

Broke down on the Brazos, Broke down on the Brazos, Broke down on the Brazos
About to lose my mind
About to lose my mind",Rock,happy,2009
TRAJCHY128EF349619.h5,Sir Douglas Quintet,She's About A Mover,"Well, she was walking down the street
Looking fine as she could be, hey, hey
Well, she was walking down the street
Looking fine as she could be, hey, hey
If you have love and conversation
Whoa, yeah, what'd I say?
Hey, hey

She's about a mover
She's about a mover
She's about a mover
She's about a mover
Hey, hey, hey, hey
What'd I say?
She's about a mover
She's about a mover
Well, you know I love you, baby
Whoa, yeah, what'd I say?
Hey, hey

Well, she strolled on up to me
And said, ""Hey, big boy, what's your name?""
Hey, hey
Well, she strolled on up to me
And said, ""Hey, big boy, what's your name?""
Hey, hey
Well, you know I love you, baby
Whoa, yeah, what'd I say?
Hey, hey

She's about a mover
She's about a mover
She's about a mover
She's about a mover
Hey, hey, hey, hey",Rock,happy,1999
TRAJCIR128F146ABA7.h5,Michelle Tumes,Christe Eleison (Christ Have Mercy) (Center Of My Universe Album Version),"Grant us grace and grant us hope (2x)

When you bring this joy in our youth
In the age of want and despair
Ooooh, You're always leading
Ooooh, with the life You're bringing

And we wonder who we are
And we ponder who we've become
Ooooh, our hearts have slumbered
Ooooh, our feet have stumbled

Kyrie eleison, Christe eleison
Kyrie eleison, Christe eleison

(English:
God have mercy, Christ have mercy
God have mercy, Christ have mercy)

When we pass through ancient streets
Of our hopeless history
Ohhh, our eyes are weeping
Ohhh, but we are seeking

Kyrie eleison, Christe eleison
Kyrie eleison, Christe eleison",Christian,sad,2000
TRAJDGB128F42882AC.h5,OutKast,Call Of Da Wild,"Dre]
I'll be comin around the ghetto when I come kickin one for the treble
Y'all can't stoop to my level, I'm like the devil or whatever
I'm pickin up and throwin 'em down like dishes 
Call me Kenny Anderson cuz I slam those Southern bitches
I ain't braggin, folks draggin me up and down the road
To be fucked up when I gets into my clownin mode
Then go to clown up on they ass like Bozo
Oh no, then dance on top of they asses like I was Jo Jo Dancer
Come Comet, come Dasher, come Prancer
Come niggaz with machine guns, I think that is the answer 
But the question 'Should we take that bullshit from them people?'
I'm makin 300 on my SAT and I am equal
Ain't no sequel, no saga, no way out, I'm nervous
I've had it up to fo'head of niggaz tryin to serve us
To graduate is really becomin a very stressful journey
I feel like a steering wheel, for them is tryin to turn me
Into a hate monger, and I'm wishin and I wonder
Damn, will I graduate before I hit the summer
I think not, Officer Friendly tryin to dig up in me
He said I'm half assed and got no future 
And so he sent me up the creek and shit
Strokin like hell without no paddle
But niggaz is gettin smart, we back on the saddle
No longer, y'all know y'all had us down for some years
It's the call of da wild nigga, uh, there it is

Chorus: Cee-Lo

I hear voices in my head and they keep callin me (repeat 4X)

[T-Mo]
As I step, the stage is empty
No words as I serve with my Southern dialect, so I get respect
Don't call me T, it's a T thang with a G swang
Let my nuts hang down to the flo' main
Smokin that dang dang, makin mics swang
In my 2-8-0 Z, nobody can see me
Cruisin down the block, just like I was a squirrel
In a world full of nuts, damn
I'd probably be mad even if I called him Uncle Sam
So bring dough to the Goodie Mo-B
T-Mo, Khujo, Cee-Lo, J and my homie rather be
Don't flex on next, I break necks too
Rollin with Outkast, PA, Goodie Mob for the 94 
Ha-ha-ha
Yeah, you know what I'm sayin?

chorus:

[Big Boi]
Yeah, I'm steady buckin muthafuckas 
Not duckin 'em like the goose, I'm heavily strapped, yeah niggaz
Squeezin rhymes like that noose around your neck
You can't hang with this, see ain't no thangs to this
I show no pity so take off because I'm dangerous
I breaks 'em off like I was Beat Street, see I be breakin
Speakin of breakin, break on how to get your life taken, boy
Fuckin around with me will get your cabbage cut, your wig split
Simply means I'm bringin the funk with the hollow tips
Playa shit is how I'm kickin it
Comin around the ghetto, victims soft as a tack on a jackass
So fuck it or flip it, I'll still be a playa
Puffy afro with nigga naps off in my hair
Shit, that's quickly how I run my shit and that's how it be
That nigga B-I-G B-O-I, that be me, ye
See I'm a playa, got my struggle on
Thinkin about the volume and thickness of my bankroll
You see that cash is in my shit like colon cancer
Even though I never smoke that shit like...yeah
I give a call of da wild to my niggaz around the projects
So don't flex or get served with a pop neck shit
OG, original gangsta, not quite
But maybe when I'm locked up, liftin weights, gettin swole right
Life's a bitch with a G-string cuz these off in your ass with it hey
So you can see who can really hang
But y'all don't wanna do nothin, y'all can go to hell
Ain't no playas in office cuz I'm locked off in a cell
So can you feel me, nigga

chorus:

[Khujo]
Khujo, comin in dope, bring it
I got more problems than the average Joe
So don't come 'round me with your flim flam, hot damn
It's a jack, top of the burbs, and my notebook is a bird
K's madness into cappin
Throwin to do more load, so my fire lookin through the want ads
And only red hot, desire in your pot with somethin wicked
But you can't feel it, stickin out your monkey ass
I could let shit rot in the past, now it's time to blast they ass
Shhh...Mr. Knighton take off your hat
Can't even my wear my locs in
Demon eye scopin, oh my, peripheral vision got it 
Made you go on your hoe's bar
Decisions, decisions to make, oops, here comes the Goodie Mo crew
And they just might want to battle you
Out with the quickness
The price of livin is beginning to be a risky business
Unkay, Parkay. 
How do you like the taste of hot butter meltin through your biscuits?
This is your brain on drugs, this is your brain...
Don't cut niggaz I hang with before there were apartments
In Chapel Forest, it's gettin horrid
The huntin child is on the prowl, yahhh!!!!!
I let out a call to da wild
I let out a call to da wild",Hip Hop/Rap,sad,1994
TRAJDHN128F92C2EEF.h5,Michael Jackson,Dirty Diana,"Oh No . . .
Oh No . . .
Oh No . . .

You'll never make me stay
So take your weight off of me
I know your every move
So won't you just let me be
I've been here times before
But I was too blind to see
That you seduce every man
This time you won't seduce me

She's saying, ""That's okay
Hey Baby, do as you please
I have the stuff that you want
I am the thing that you need""
She looked me deep in the eyes
She's touching me so to start
She says, ""There's no turning back""
She trapped me in her heart

Dirty Diana, No
Dirty Diana, No
Dirty Di. . .ana, No
Dirty Diana
Let Me Be!

Oh No . . .
Oh No . . .
Oh No . . .

She likes the boys in the band
She knows when they come to town
Every musician's fan 
After the curtain comes down
She waits at backstage doors
For those who have prestige
Who promised fortune and fame
A life that's so carefree

She's saying, ""That's okay
Hey baby, do what you want
I'll be your night loving thing
I'll be the freak you can taunt
And I don't care what you say
I wanna go too far
I'll be your everything
If you'll make me a star""

Dirty Diana, No
Dirty Diana, No
Dirty Di. . .ana, No
Dirty Diana . . .
Dirty Diana, No
Dirty Diana, No
Dirty Di. . .ana, No
Dirty Diana . . .
Diana!
Diana!
Dirty Diana!
It's Dia . . .Aa . . .Aa . . . Come On!

She said, ""I have to go home
'Cause I'm real tired you see
Now I hate sleepin' alone
Why don't you come with me?""
I said, ""My Baby's at home
She's probably worried tonight
I didn't call on the phone 
To say that I'm alright""

Diana walked up to me,
She said, ""I'm all yours tonight.""
At that I ran to the phone
Sayin', ""Baby I'm alright""
I said, ""But unlock the door
Because I forgot the key""
She said, ""He's not coming back
Because he's sleeping with me""

Dirty Diana, No
Dirty Diana, No
Dirty Di. . .ana, No
Dirty Diana, No
Dirty Diana, No
Dirty Diana, No
Dirty Di. . .ana, No
Dirty Diana . . .

Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!...",R&B,happy,1987
TRAJEZT128E0795DF3.h5,Rea_ Chris,E,"E is for the comfort,
You give to me 
E is for the peace, I feel inside 
E is for the good times 
That go against the bad times 
E is for the world you gave us
And left us here behind 

They say 
Tell me what's so wrong with E
That's what I hear them say
Tell me what's so wrong with E
That's what I hear them say
Let's talk about it

E is for the reason 
To live through urban grey
E is for the warm glow,
That takes the fear away 

Show us what is better 
Why don't you stand inside 
these shoes 
Oh live with me each Monday...
Let's see what you would do...

Which world do you live in?
Which world did you choose?
Hiding the tears, that's all
No win
No lose

They say 
Tell me what's so wrong with E
That's what I hear them say
Tell me what's so wrong with E
That's what I hear them say
Let's talk about it",Rock,sad,1999
TRAJKMI128F4281107.h5,Baby D,Let Me Be Your Fantasy,"(Let me be your fantasy)
(Let me be your fantasy)

(Let me be your fantasy)

I'll take you up to the highest heights
Let's spread our wings and fly away
Surround you with love that's pure delight
Release your spirit, set you free

Come and feel my energy
Let's be as one in soul and mind
I'll fill your world with ecstasy
Touch all your dreams deep down inside

Let me be your fantasy
Let me be your fantasy, yeah
Let me be your fantasy
Let me be your fantasy

(Let me be your fantasy)
(Let me touch your dreams)
(Just spread your wings, fly away)

Come take a trip to my wonderland
Let's spread our wings and fly away
Lotions of love flow through your hands
See visions, colours every day

Let me feel your warm embrace
Release the colours in your mind
I'll put a smile upon your face
I've got what it takes to make you mine

Let me be your fantasy
Let me be your fantasy, yeah
Let me be your fantasy
I'll take you higher, yeah

(Let me be your fantasy)
(Let me be your fantasy)
(Underground is where we wanna go)
(Movin' off the crowd)

(Let me be your fantasy)
(Let me be your fantasy)
(Let me be your fantasy)
(Let me be your fantasy)

Let me be your fantasy (Let me be your fantasy)
(Let me be your fantasy) Let me be, let me be
(Let me be your fantasy) Let me be your fantasy
(Let me be your fantasy)

(Let me be your fantasy)
(Let me be your fantasy) Let me be, let me be your fantasy
(Let me be your fantasy)
(Let me be your fantasy) I'll take you higher

(Let me be your fantasy)",Electronic,happy,2002
TRAJLOR128F428CCC9.h5,Patti Smith,Wing,"I was a wing in heaven blue 
soared over the ocean 
soared over Spain 
and I was free 
needed nobody 
it was beautiful 
it was beautiful 

I was a pawn 
didn't have a move 
didn't have nowhere 
that I could go 
but I was free 
I needed nobody 
it was beautiful 
it was beautiful 

and if there's one thing 
could do for you 
you'd be a wing 
in heaven blue 

I was a vision 
in another eye 
and they saw nothing 
no future at all 
yet I was free 
I needed nobody 
it was beautiful 
it was beautiful 

and if there's one thing 
could do for you 
you'd be a wing 
in heaven blue 

and if there's one thing 
could do for you 
you'd be a wing 
in heaven blue 

and if there's one thing 
could do for you 
you'd be a wing 
in heaven blue",Rock,sad,1996
TRAJMEL128F4262B4A.h5,The Fabulous Thunderbirds,Why Get Up,"Carter-Ellsworth

Why get up, why get up
How can I get up, why should I get up
This whole world's gone crazy
Think I've seen enough
I'm gonna sleep forever why get up

Phone keeps ringing right off the hook
Some bill collector, I know what cooks
Think I'll stay in bed, dream all day
World outside bugs me anyway
When I get things going, the going gets rough
So I ask myself why get up

Chorus

Went to the doctor, he said lose some weight
If you don't do it quick, we'll have to operate
I talked to my lawyer, he said case is closed
That woman got it all even the garden hose
Staring at the ceiling thinking just my luck
Better roll back over why get up

Chorus

Well I can't quit drinking, I'm nervous all the time
When I wake up, it's like a ton lead on my mind
What was it, I said to that girl last night
She really got upset, I best stay out of sight
I remember a gun and calling somebody's bluff
I better duck under the cover why get up",Rock,sad,1986
